用户编码,score
7171737d49b143d1b38883a39e4a5730,613.032149314869
3af0a449d5424488912e8fb2bf4b9faa,530.5865469698894
eb2cf02e0d5c4d1294dd73e776dbb441,665.8612708871734
9c0f780ecb254670a11aa9e3f10777c5,673.4692849654048
d794eed46c1e44f785a575f18b3023a5,656.3165103184405
18f6a7d824a1421b9da3e5f10854c3df,601.3254373266711
e7b63888a36f499a88811c0936bb12df,638.2095590811234
f995ef4d96fc426191a104421b0f5b20,578.8412748268221
11a3ce45ce234f7db4e91e5f152dc8b8,672.425287219212
86ebeac087284c87bbcb1281d95ef9eb,588.0378992631275
195ada20e0644bbaa9590b6f2970eaea,645.0345526014112
63d788ea10244942bf7130f63ae78a90,586.6451218216196
4207accd0d9d42d1a990c1b2f3f95c88,648.2925476816572
a3b53661c96c46f6844ac30ca90b76ff,549.7486813667745
a6446d00741343ee92036cd373217655,654.4034906574433
8fb6014618ed48299a2a22648c26b953,630.4890021741082
f3932aec4f7d4b7a8e6b1d186e5a2faa,619.3238786289664
bd4a59e1eabd4b93b63021e6142ae363,643.5116516622195
560d3f89a6614916b6fa0894529cc0ce,650.4416116053316
6225520b8576493d9297d9016dd3b784,594.4841635003926
f73e28d9908e4e28b32521907e3c9b24,542.073832245472
d5aef6475c4a4a658449895f927e3668,650.850024618588
6451cc8b7808485295c092f3f6ab96a3,594.96578254227
4ca166b893d6439da100dbc57c18e5af,587.6329514315131
7742bc4d80c9496bb61df6c638d22594,610.83673371658
67b7865d70d745eb9d4f43aff3d85e64,650.8994685951151
f0960e3c59cb4f52ac87d79fc4ed3057,668.9323866234417
34f8907caeee48dabb52e28446ffcaf8,639.1596253513846
13095bc658e741eaad99eff134940d2d,609.5471984275184
90ebfc21c6f94c299999a5e0a1ad03de,567.9594132369918
303385252eaf4f2f85c2c6cb95ea218f,662.7022962693269
93a654d8091a40428e7840cf4cf70dc8,643.5952956287651
2a9953b7f68e4f48826f09cd84af138b,645.2000980752558
913476f69a5c4d5bb264134db24eab77,653.4736814230304
e98037a7dcee452ca3e0f504370f0dfd,607.4264483632431
c55dad3891f7454fa3052100e87022c6,641.6384704590658
fe826ff47786453bb9a1a91c2193bac8,561.6477310152409
6ed2aa33142f4b469ae743956ff10351,622.8068996113966
a8969b8132b94ce8adedcab65ed4b0ae,636.5238654384215
1780d8534c844b84b27064adfd795bf4,576.5870852717437
88a996c108b8435785ff14859566a029,632.0596810598681
fc9eae265e1d4cfda372313931660ee2,634.7432718220456
8fcc5931bb97412eb32cca5da79a742f,664.545772216104
0a7d03c822df4c19a8da7244058402c0,628.6628490373721
7451510dd1e8494299fc8a42c345f8dc,593.4291091358081
527e1de68544436fb6648a4326452bba,603.930983247305
a385a1fdf2774ddd9cb1109db74ffcf9,655.3113777947195
e82e16b7bdd74bad86b66383ccc2b092,636.1336255237901
ab4fec828a354b198a5f33754af8cf5c,602.8774333888475
9f07122012a7486eb1cec22bda91fae0,602.6509453049318
389e5b9c03884b898890867000b57ddd,649.5496169684525
28ca9a98ac3b4c4e91e00778a5e8ed19,520.3912739789697
e61133453a774378a9e8a01162f3062c,609.7186186043982
408b7be6a8fa49359b7fa488f09e38b4,607.9149767638104
82cff20087a64d59bdc28dbda71d113d,628.8820655549079
32eae0657e374280995b56d79987b546,575.7265385413284
e5feff35697a4f3c8c57f2f203f155b9,612.7679666809354
018e8986c57a4f879bda468ab16a6273,646.4108969375575
16d50df840e949a89d853f8d2900adcd,612.8541848936549
00a2ffc4a86549609dc66e7ef7c624fa,635.7188292628165
bbd066daca8945b1845c04c24a2ba789,606.170823877028
a3de9c75ab5c42518ac641e1f8a6cdb4,651.4618446388464
dff7278c8e614db08838c71db9d8efb8,646.6767285672518
470203b7f15340b4972e344d020044b2,647.491783526197
b6ad7b96859846259206607333eefde7,550.1053028122087
87390c76d06e4e4e84b69b1028b43c32,622.4945925106707
2ff0f193260b4f1997fad232867b1cf1,625.217579815931
00429bc9c9b44130afdf4f39ba072286,531.1030784447395
fb79dd440b824be1b94c9a5a22c14271,643.5709251681023
cfeca03e2b6f46a7be859ed9ec1bf612,618.1152389945099
ca69e7a2900b447a8b80881190bc8998,633.2010274755309
3cdaae87a0d3438aa0a361afa37193a2,638.4332997671165
e52e72e456d74829b487835bed4180dc,597.4178928881211
b89dd9daa22f487f8a1c5aeed6e7361b,629.1287076989053
9bf0638021c04e629888f53c60d869ba,583.5565705130897
4859a219f61a4f2ab700eac18a9a3b3a,539.1827816576593
7fe4642addf94320a7486a0f255f22d0,629.1157715393562
a407ebb03eec4c849ee071fdf86e2c99,629.946638083272
ad06d2acf7b24046a8c6028124940ae7,608.6687374795256
b1d1f8200cf747428bf70c92f282dd24,616.5988987437117
97436985e7e94290b560a3443f3bb9b7,562.3566518194287
88a73e385e174bf18d7aa1650488e215,641.4551229646814
35dc2690126e49658544116fa5f7726d,608.6078914030977
c56606b10f0849259b84baed6c8cb2dd,627.8476280029474
1f3d3e1cbde24e41be55a80abe3897f8,592.9630115355982
6304e9fcbbd04a79a85ff208f8390235,647.4495261993882
c99998fe35474ea188b851b4ac258773,557.2409241253861
41e217b90682435fb29d2333bd6fa2d9,633.7808252029276
fee99f5580484fddb0d8131a8dde654f,637.882396476165
c7133548b01c42b7896eac611b6aa620,643.64219457893
07fb33a6f88440aeaa92b6b194f839e0,620.0932032907662
c6bab06bb48347c0af7f840a32b0aa93,640.9769627603506
d6f444edd1f049a6b162d22c2281cbf6,655.2400587510823
4d0dbac4d2284aa983ed43d85eb6d270,596.0661153987078
b1a25080909645858492a9346ff3045f,592.8819493079361
b0e796e2e3da403f951b544a8d37db85,584.3286184215209
fcbcb8c2a68d4b3497dc0ae17d41489a,550.6523986491293
112d4b57e6074970a14696b50d4a79e1,642.349990177331
494bfe1903454660a90575e759a75797,533.3002655699045
197e8e90f6ab4d0abef847c8b4df59e6,661.8296801181447
cfb69bba69204a558fc0d5bc8c044c38,565.1735576781832
9c11ef95334a4420879639dda250a37f,647.1955970967264
086956ef8caf45d690da71062aaa24e0,587.7566902149665
23bb16a284eb40b682c19fb6af8e9032,528.1781246253097
093b99c1e91b42e682ecf49c15b4a222,672.2554187257967
5a25107e4b554995ac05d1909e7f37df,643.8155663089163
20f84ced5c3e4b429f7b7f2120f63ed4,653.6699595359851
f1f5ffb6044d472fbf0d999e9ededb32,630.3256217715189
44b87a59f55d4504be2e6bff19a143bb,630.2536583437708
0f84fb843c614e83b0f9d447dd5a4a13,570.5557594762352
9e36e5620fca4250bb948d755bb3d281,621.8031277778313
fe7fd4be014247178d849a96b070c99b,644.413997594747
9bf43ccd8da74b4ea89af0dd94a499ad,604.2474580088659
32a0302c22b84f489da4566158d95a2d,635.1645303479876
2b9f2f7c5ba546e4b1ea756a130dae03,636.2432418462341
52f10b435c7849068928d0f8f1665e81,639.6092766916879
ae947b1323354231879afdcf21d4f4b3,572.9581910846287
965ec85ed5c646d0b2d5b84213efef09,647.2014811290203
735f18af010a4bf887eb9de56fb9e5ba,658.9986731901496
ed471c09850647b186f6a01e2bd10413,660.5868329612487
98658c2787744a698b5dccdd6b84f41c,642.6559446750342
4236042904184497bb2cd20eb4ca198c,617.2107604233644
42cfa0e1b72348eaa495cfcad36c6a2a,598.0805748658274
f522667654d54849812875bbf3ade949,657.9658634933955
b8856767fd724685aae46e51adfc6613,556.702633335182
bbf6f7a15126426a82695aa3401c5d5c,596.7255555240401
a032847d65ab42a5bf1cc9341e5bf3da,644.1678727379958
7d62ff87daac41c4b7cba9f0b6e44949,655.2246366145737
c24424d1e14c4946986eb7c4942e11d3,619.2245508571815
a9a54d4f6dcd427bb21f1405d0a19b3a,653.2917411615589
a3f0b740634e4f759ff2fed8dbd8be49,645.7716164675569
2bc69cd09dd94353a23f8a6a0c8a1b92,666.0217698274432
929d138aa8464c33b6469781c13a2060,628.0164056639618
89b04d5806c44cbc9a6b7e2074c77680,662.7108848262386
acbff8b81968402c80de8970c5503ca5,637.0572332267444
48c68242d9064cefaf4998c80f430a70,519.9194164513291
f8db8c9fe0394b8e8486ff2520c871d3,626.3577129371978
4d557f5585fd45518813da0974cf9723,644.820343623284
32d392a4a4d14fcf9e8e7cae48659ef9,606.6515541740192
983232a0d6e544ceaf0d3ee214b86a8b,616.437450164211
2e461020c63c49b9903cff6908e06012,566.6632732586511
937f3b8351ec47d18b7672aea4c46670,618.5280741690333
4706cd70ce0d491794ab4b001a8b0190,556.0817419126614
87f0af7be19243318eb8d302ad1c968a,597.6257145484112
8cde8fde60c84621b1b13c4b0aff2525,642.2755124873388
07a8591080aa49fa820ec4ef22d242a9,637.6557488762041
3eb20f1439c947f3bdce9cf9eb7d991a,595.9021725791263
8f8671d16e184d3882fa99ce5b6c0d13,622.5912524485931
7501e1d822644b45929e9569c7add6b7,569.7228671040632
26de7381574243a0945867bb106709ed,638.0897298122204
88c4736ede644268b00d888fdb584d86,606.666627457918
a04c12455b324e37904b73488d9c4399,648.4171199626934
9d2bba59a9454c1f853ac63211862617,605.7291947978277
80aab099ab0a42fd8f3508622d792947,672.6637101711459
b57f04db12c64ed493ff3f45d9e7bb82,595.3632366882209
d26b615cadfb42bdbc702653504b4368,586.8189008992073
ac53f6aa867943ca87c93d34d3ee1d24,617.406866913935
24839d837bc243afa341115a8634900d,647.2235890576911
638dac48c8a84d959683ff95b096c820,582.6629556048242
4a4bbbea489c486899d06ee51b5d9f62,651.611275932046
9cade3a9c03144fd993ecd1f8f1af901,648.806511675911
44727a02cd11411db8ca2b1ffd7033e6,644.712942226538
97f6b22db2a544cc806ea2473e7a2fd2,647.6613640876567
3921cb35a00441ae89068c359e21ad54,523.8044202928521
2471caf3da3c4dd7bfa1581016721f1e,638.3665379318923
ca7131c70cb84cce847329bd1dc6f1c1,522.6952770488581
f5e2501364454087bfa266024ace7cdd,615.9105634995827
20d7578c822e4dab94e9504dda1a3087,650.2915924986762
7923bb510e5b41318214b793965a13f2,644.6315421014666
211899ecb6b947e6b944890665c7de74,666.2576149271091
7a18e3be853b4f7fac8cdbeafa4a65b6,623.8398493748775
7e1b73d0892b4862895c2ff19214a344,607.6538184866719
ea70370231204c10a1968e1eeec5ebee,618.3902033511712
5975a9a746c74526bb95fbfe24943340,621.3181145712107
635de079464c4aeebea2d0378dec17e4,638.1618094219361
939aeb87656c48fb9186fffb0134be4e,632.4457188400758
2645f94257474decaa36cbd8e2e44f39,666.7768267488913
ebd887c3ffa34845a991e1e7a52c5470,611.8270215811827
8276aed9971d4b3cb190029b4aeccdb3,619.8777659801872
8b7892587bb64789bd98a4616c600bf2,667.8893772293757
8afdbd9b9bc94f4eb17080220fe856fd,626.096933133036
2630fa2639934c47b2a4cb1b56e2a484,527.025140430075
97cad8269a684979b970401f2b7de776,662.9656012969145
49d8d8ea04354ad99c0aa9dd5dd09536,657.1820230444355
686f9c16194145209822e0efbee4bd13,618.314051957342
95fde0d623f3417d97821a33ac0fc45e,639.6462743262044
3ef8aff33f6b46a4816b85a42486eab0,672.4521222988187
30ca9ec3d1c94756a00eec39a58d045c,649.5844865804313
f603065fcfef4eba992165e2fc007691,651.7175650056524
5f33b26474d94b1c840d2e829c43f01b,568.7716602440262
d020bba651804d7f997db9e9a63845dd,653.7918404559298
3c2dc2e2baf344e497d4dfecc0e8a401,598.5012134431519
40e2e2c3b89e4ea6a45a6551e90d1532,635.7200682639132
ce8449605b4b4eba8e7aacf31bd9c442,569.2307037188438
1c41eb3f572e4d5891e895b335c11dae,661.376025329579
03de4235be60478a84263fb0772c9496,616.2792632058803
cdd69e008d914aa0a2f3a82d03515fb7,619.0112368807421
f662a4ac02ab4e49ae39799245d4ba61,657.6633790984362
3c814596968c400a818541dd6897cfb3,644.1888079866758
2ed796f33862423d8c34250e00993da7,647.8204497065453
4d7676ce59614480ac53a11819eec9af,650.7107978140202
621a2c8ef2b9494592906b7d4d2e93aa,560.2474721499756
f664788feb35480e8bef2af88cc6978d,546.1930692205788
e51fa2bb923f4ca88e1ca3c0262e8daa,603.7699824686069
56724ca96e5d46758356de59f531c4fd,655.7888666219643
71d2759fb7dd4acea617c5ddffdafa0b,585.2295480816434
6e762fa7e23247c49bb42b93c0a5fffa,625.0149041612733
fdb990029c00490f8688cb74d985968b,622.5363353789957
fdb3d6751695423ea91835b22c47643f,544.7087118563691
