id	 score
7171737d49b143d1b38883a39e4a5730	608.8635072
3af0a449d5424488912e8fb2bf4b9faa	531.7800203
eb2cf02e0d5c4d1294dd73e776dbb441	665.977124
9c0f780ecb254670a11aa9e3f10777c5	674.9669883
d794eed46c1e44f785a575f18b3023a5	654.3869766
18f6a7d824a1421b9da3e5f10854c3df	599.2338961
e7b63888a36f499a88811c0936bb12df	638.8812742
f995ef4d96fc426191a104421b0f5b20	584.7735649
11a3ce45ce234f7db4e91e5f152dc8b8	673.4505068
86ebeac087284c87bbcb1281d95ef9eb	587.4204797
195ada20e0644bbaa9590b6f2970eaea	647.1422305
63d788ea10244942bf7130f63ae78a90	583.5745503
4207accd0d9d42d1a990c1b2f3f95c88	647.2629223
a3b53661c96c46f6844ac30ca90b76ff	548.0405971
a6446d00741343ee92036cd373217655	653.2123933
8fb6014618ed48299a2a22648c26b953	634.8294231
f3932aec4f7d4b7a8e6b1d186e5a2faa	619.2779386
bd4a59e1eabd4b93b63021e6142ae363	644.423494
560d3f89a6614916b6fa0894529cc0ce	652.0034158
6225520b8576493d9297d9016dd3b784	592.3255415
f73e28d9908e4e28b32521907e3c9b24	542.0098224
d5aef6475c4a4a658449895f927e3668	652.4071824
6451cc8b7808485295c092f3f6ab96a3	597.1475945
4ca166b893d6439da100dbc57c18e5af	594.8727782
7742bc4d80c9496bb61df6c638d22594	610.9221104
67b7865d70d745eb9d4f43aff3d85e64	648.3802148
f0960e3c59cb4f52ac87d79fc4ed3057	666.9153941
34f8907caeee48dabb52e28446ffcaf8	638.6846916
13095bc658e741eaad99eff134940d2d	606.8651095
90ebfc21c6f94c299999a5e0a1ad03de	571.9746709
303385252eaf4f2f85c2c6cb95ea218f	662.5916479
93a654d8091a40428e7840cf4cf70dc8	643.2692882
2a9953b7f68e4f48826f09cd84af138b	643.3054857
913476f69a5c4d5bb264134db24eab77	651.403447
e98037a7dcee452ca3e0f504370f0dfd	603.7021826
c55dad3891f7454fa3052100e87022c6	642.5814972
fe826ff47786453bb9a1a91c2193bac8	552.6069359
6ed2aa33142f4b469ae743956ff10351	623.0773654
a8969b8132b94ce8adedcab65ed4b0ae	637.1743163
1780d8534c844b84b27064adfd795bf4	572.7004754
88a996c108b8435785ff14859566a029	631.4005592
